Nombre,Modelo,Parametros,r2_score,MAE,MSE
SVR,"SVR(C=0.2, cache_size=50, coef0=-0.5, epsilon=0.02, max_iter=600, tol=1e-06)","{'C': 0.2, 'cache_size': 50, 'coef0': -0.5, 'degree': 3, 'epsilon': 0.02, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': 600, 'shrinking': True, 'tol': 1e-06, 'verbose': False}",0.4530503761401795,0.17181418216519284,0.05019866919695916
GradientBoostingRegressor,"GradientBoostingRegressor(loss='absolute_error', subsample=0.5)","{'alpha': 0.9, 'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'absolute_error', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'random_state': None, 'subsample': 0.5, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",0.42809382531785134,0.17749530246379272,0.05248916467291588
